Upper Lat,Upper Lon,Lower Lat,Lower Lon,Energy stoage MWh per ha,GWh,h
-16.8403,144.8508,-16.795,144.8636,20,5,18
-16.1472,144.9656,-16.0658,145.0289,70,5,18
-16.2969,144.7506,-16.2783,144.7142,44,5,18
-16.1528,144.9919,-16.09,145.0453,81,5,18
-16.2564,144.5719,-16.2017,144.6064,28,5,18
-16.2261,144.5167,-16.1886,144.4636,27,5,18
-16.285,144.5617,-16.3203,144.5836,42,5,18
-16.9225,144.7608,-16.9586,144.8042,31,5,18
-16.4236,144.9086,-16.4719,144.9011,16,5,18
-16.1511,144.9742,-16.0761,145.0283,79,5,18
-16.3053,144.7747,-16.2631,144.8283,34,5,18
-16.3172,144.7667,-16.3222,144.7217,58,5,18
-16.8667,144.8572,-16.835,144.8772,40,5,18
-16.1578,144.9842,-16.0589,144.9372,70,5,18
-16.3656,144.7533,-16.4369,144.7278,32,5,18
-16.3708,144.7789,-16.4206,144.7531,30,5,18
-16.2428,144.7861,-16.2219,144.8131,32,5,18
-16.3511,144.8108,-16.4356,144.7847,27,5,18
-16.3844,144.4919,-16.4292,144.4672,16,5,18
-16.2336,144.5353,-16.2383,144.4836,28,5,18
-16.28,144.7519,-16.2717,144.7117,44,5,18
-16.8831,144.8169,-16.9189,144.8656,14,5,18
-16.3339,144.7628,-16.3783,144.7197,45,5,18
-21.3975,148.7186,-21.3456,148.7761,41,5,18
-21.3261,148.5669,-21.3233,148.66,38,5,18
-21.1822,148.4164,-21.2069,148.3406,21,5,18
-21.3131,148.5283,-21.3164,148.6247,48,5,18
-21.3261,148.5706,-21.3006,148.6708,42,5,18
-21.5381,148.6589,-21.5469,148.6922,22,5,18
-21.1783,148.5617,-21.1369,148.6261,60,5,18
-21.0567,148.5689,-21.1211,148.5814,128,5,18
-21.0986,148.3728,-21.0689,148.3564,50,5,18
-21.5525,148.9333,-21.5164,148.9519,19,5,18
-21.4481,148.7342,-21.4575,148.8044,22,5,18
-21.0019,148.4214,-20.9697,148.3506,31,5,18
-21.0975,148.5122,-21.1275,148.5756,106,5,18
-21.0181,148.2439,-21.0367,148.1781,22,5,18
-21.4544,148.7239,-21.4189,148.7747,38,5,18
-21.56,148.8628,-21.5597,148.8356,15,5,18
-21.085,148.3136,-21.0447,148.3325,39,5,18
-21.0286,148.3042,-21.0,148.3542,25,5,18
-21.6017,148.2636,-21.6364,148.2967,14,5,18
-21.3717,148.625,-21.2931,148.6992,75,5,18
-21.1958,148.5253,-21.1431,148.59,72,5,18
-21.3642,148.7156,-21.3231,148.7664,62,5,18
-21.0144,148.2769,-20.9519,148.2803,29,5,18
-21.2589,148.5186,-21.2575,148.5986,47,5,18
-21.3253,148.9125,-21.2756,148.9328,18,5,18
-21.0928,148.4756,-21.0289,148.4328,76,5,18
-21.1142,148.3453,-21.1031,148.2783,20,5,18
-21.0319,148.5936,-20.8964,148.6219,89,5,18
-21.4275,148.7222,-21.3575,148.775,62,5,18
-21.3225,148.5633,-21.3047,148.6564,43,5,18
-21.2042,148.4417,-21.2303,148.3825,24,5,18
-21.4544,148.7406,-21.4922,148.8136,20,5,18
-19.6628,146.6536,-19.7267,146.6575,27,5,18
-19.5439,146.5997,-19.5283,146.6486,51,5,18
-19.4747,146.5119,-19.4483,146.6058,26,5,18
-19.6322,146.6831,-19.5994,146.7169,19,5,18
-19.5769,146.6175,-19.5117,146.6753,30,5,18
-19.6686,146.5692,-19.7103,146.5822,27,5,18
-19.4003,146.5186,-19.3122,146.5589,23,5,18
-19.58,146.6031,-19.6406,146.6122,58,5,18
-19.3108,146.435,-19.2456,146.5031,35,5,18
-19.6558,146.665,-19.6814,146.6231,39,5,18
-19.4517,146.5294,-19.4494,146.5986,40,5,18
-19.3836,146.5006,-19.2994,146.5792,27,5,18
-19.6619,146.7156,-19.6556,146.765,18,5,18
-19.6878,146.595,-19.7181,146.6281,33,5,18
-19.4142,146.5189,-19.3383,146.5744,22,5,18
-19.0044,146.0881,-18.8819,146.1769,47,5,18
-19.4439,146.5478,-19.4058,146.5883,42,5,18
-19.7019,146.7736,-19.7536,146.7914,27,5,18
-19.5606,146.6008,-19.5156,146.6636,45,5,18
-19.6767,146.6561,-19.6986,146.6767,56,5,18
-19.4225,146.5372,-19.35,146.5822,28,5,18
-19.3925,146.5153,-19.32,146.5439,28,5,18
-19.5144,146.5456,-19.4833,146.6114,34,5,18
-19.5564,146.6064,-19.4986,146.6567,38,5,18
-19.425,146.5,-19.3756,146.5233,55,5,18
-19.4067,146.6189,-19.3972,146.7078,16,5,18
-19.5664,146.6256,-19.5328,146.7164,31,5,18
-19.4131,146.4953,-19.3403,146.4869,40,5,18
-19.5281,146.5925,-19.4817,146.6853,28,5,18
-19.425,146.5231,-19.3367,146.5733,26,5,18
-19.3875,146.5056,-19.3239,146.5517,26,5,18
-41.4247,147.3417,-41.4769,147.25,40,5,18
-41.7472,147.9342,-41.7111,147.8306,40,5,18
-41.3364,147.9717,-41.3053,148.1111,54,5,18
-41.7053,147.9714,-41.63,147.9578,8,5,18
-41.9519,147.8553,-42.0036,148.0175,64,5,18
-41.3389,147.6886,-41.2531,147.7228,64,5,18
-41.3603,147.6444,-41.3022,147.67,67,5,18
-41.4428,147.6128,-41.4736,147.5331,34,5,18
-41.8631,147.6719,-41.8039,147.6794,28,5,18
-41.4847,147.7011,-41.4589,147.7847,43,5,18
-41.2364,147.8458,-41.2297,147.7522,45,5,18
-41.36,147.6158,-41.2072,147.5683,48,5,18
-41.4222,147.3914,-41.4903,147.3186,116,5,18
-41.3744,147.7797,-41.4269,147.8633,34,5,18
-41.2964,147.2706,-41.2283,147.1517,51,5,18
-41.3167,147.5775,-41.1972,147.6264,125,5,18
-41.4592,147.4178,-41.4944,147.3922,30,5,18
-41.505,147.5889,-41.4722,147.5092,35,5,18
-41.3397,147.7869,-41.2567,147.7931,38,5,18
-41.6328,147.4614,-41.6236,147.3883,19,5,18
-41.8864,147.8656,-41.8067,147.7517,34,5,18
-41.3542,147.9458,-41.275,148.07,52,5,18
-41.4189,147.6569,-41.3839,147.5875,43,5,18
-41.3756,147.6644,-41.2947,147.6817,72,5,18
-41.3636,147.7578,-41.2581,147.7297,57,5,18
-41.9056,147.8714,-41.9786,148.0061,98,5,18
-41.3706,147.9386,-41.3972,148.0597,58,5,18
-41.3525,147.7889,-41.2503,147.7769,45,5,18
-41.9803,147.1697,-41.9178,147.2519,58,5,18
-41.3189,147.58,-41.2019,147.4925,52,5,18
-41.4253,147.4739,-41.495,147.4697,25,5,18
-41.4122,147.6631,-41.4664,147.5467,34,5,18
-41.3453,147.1858,-41.365,147.1028,42,5,18
-41.9619,147.0019,-41.9083,147.1017,66,5,18
-41.8875,147.6989,-41.7989,147.7022,29,5,18
-41.9272,147.6447,-41.9275,147.5694,27,5,18
-41.6706,147.7008,-41.7739,147.7086,51,5,18
-41.6044,147.5772,-41.7236,147.4911,55,5,18
-41.2789,147.3156,-41.1933,147.2633,66,5,18
-41.3953,147.7844,-41.4431,147.8781,42,5,18
-41.3925,147.6431,-41.3136,147.67,66,5,18
-41.3569,147.9739,-41.3069,148.0364,46,5,18
-41.3608,147.2331,-41.4044,147.1603,27,5,18
-41.2197,147.6233,-41.1542,147.6189,24,5,18
-41.3556,147.6572,-41.2706,147.6694,66,5,18
-41.8942,147.8067,-41.7967,147.7356,27,5,18
-35.805,149.6364,-35.8269,149.7544,29,5,18
-35.5283,149.9508,-35.5611,150.0639,79,5,18
-35.6361,149.0353,-35.6008,149.0681,25,5,18
-35.9447,149.0281,-35.9539,149.1211,80,5,18
-35.8689,149.5033,-35.8725,149.6197,50,5,18
-35.8261,149.5139,-35.7908,149.5606,41,5,18
-35.935,149.03,-35.7783,149.1319,58,5,18
-35.4339,149.9886,-35.4983,150.0722,55,5,18
-35.8772,149.51,-35.8892,149.5969,41,5,18
-35.9844,149.0469,-36.0197,149.0808,36,5,18
-35.6275,149.7039,-35.7328,149.8133,64,5,18
-35.6958,149.6344,-35.7244,149.7586,47,5,18
-35.5542,149.7006,-35.6033,149.7681,29,5,18
-35.605,149.8411,-35.6972,149.8261,53,5,18
-35.4078,149.3119,-35.3994,149.2517,32,5,18
-35.5936,149.7197,-35.6889,149.7728,59,5,18
-35.5981,149.8225,-35.6811,149.8442,71,5,18
-35.9319,149.4217,-35.9822,149.4017,22,5,18
-35.91,149.3883,-35.9697,149.355,35,5,18
-35.5414,149.8222,-35.6092,149.7822,28,5,18
-35.7475,149.5033,-35.6658,149.6003,34,5,18
-35.5058,149.9156,-35.5672,150.0464,80,5,18
-35.7072,149.6414,-35.73,149.7747,52,5,18
-35.6047,149.8131,-35.6667,149.8117,52,5,18
-36.4986,148.6792,-36.4889,148.7422,23,5,18
-36.5572,148.505,-36.6011,148.5433,35,5,18
-36.1808,148.8833,-36.1803,148.9803,49,5,18
-36.7983,148.9067,-36.8364,148.9008,26,5,18
-36.6139,148.0286,-36.6231,148.075,81,5,18
-36.9894,148.27,-36.97,148.3317,64,5,18
-36.3633,148.7292,-36.4231,148.7592,22,5,18
-36.6106,148.4664,-36.6158,148.5447,80,5,18
-36.9058,148.8764,-36.8236,148.8578,49,5,18
-36.2089,148.5506,-36.2389,148.615,33,5,18
-34.4031,150.7928,-34.4281,150.8339,35,5,18
-34.3586,150.1511,-34.3806,150.1467,39,5,18
-34.6456,150.4261,-34.7256,150.4733,49,5,18
-34.5719,150.5258,-34.6475,150.6094,33,5,18
-34.6017,150.6664,-34.6378,150.7761,46,5,18
-34.5542,150.5836,-34.5467,150.7089,66,5,18
-34.3156,150.0156,-34.2967,150.0331,100,5,18
-34.3839,150.0808,-34.3489,150.0767,45,5,18
-34.6131,150.4358,-34.6772,150.5258,42,5,18
-34.6647,150.4964,-34.7364,150.5053,42,5,18
-34.5242,150.6089,-34.5153,150.7361,50,5,18
-34.6367,150.6475,-34.7206,150.6475,35,5,18
-34.3175,150.0272,-34.3564,150.0514,78,5,18
-34.6603,150.5828,-34.7369,150.5872,42,5,18
-34.5075,150.6631,-34.4842,150.7603,59,5,18
-34.7864,150.5169,-34.8225,150.5317,40,5,18
-34.4181,150.2533,-34.41,150.2111,13,5,18
-36.8075,149.4419,-36.7928,149.5831,66,5,18
-36.7069,149.4314,-36.7019,149.5961,69,5,18
-36.7097,149.4161,-36.7031,149.5744,75,5,18
-36.0761,149.5111,-36.1281,149.6786,49,5,18
-36.7925,149.4661,-36.6989,149.6189,67,5,18
-36.6919,149.4256,-36.6922,149.5611,70,5,18
-36.4894,149.4175,-36.6211,149.5017,72,5,18
-36.6392,149.4264,-36.6264,149.5281,92,5,18
-36.6194,149.4261,-36.6142,149.4994,87,5,18
-36.6242,149.4428,-36.65,149.6106,73,5,18
-36.6508,149.3808,-36.6617,149.5342,56,5,18
-36.8286,149.5011,-36.7892,149.6664,76,5,18
-36.5681,149.3969,-36.6553,149.5236,75,5,18
-36.1308,149.5569,-36.1322,149.7047,96,5,18
-36.2439,149.4908,-36.2528,149.6608,54,5,18
-36.63,149.4139,-36.6367,149.5336,106,5,18
-36.1956,149.5306,-36.1428,149.7039,75,5,18
-36.8036,149.4928,-36.7511,149.6456,75,5,18
-36.5728,149.4186,-36.6389,149.5142,113,5,18
-36.7986,149.4611,-36.7511,149.6211,68,5,18
-36.0861,149.5394,-36.1031,149.6853,78,5,18
-36.6356,149.4058,-36.6622,149.5758,75,5,18
-36.2781,149.5081,-36.2478,149.6631,43,5,18
-36.8003,149.4797,-36.7025,149.6208,76,5,18
-36.8447,149.5411,-36.8136,149.6758,52,5,18
-36.845,149.5131,-36.9478,149.5761,81,5,18
-36.5544,149.4375,-36.5936,149.5392,98,5,18
-36.7894,149.4519,-36.7375,149.6233,72,5,18
-36.0639,149.0111,-36.0969,148.9958,33,5,18
-36.8072,149.4864,-36.7414,149.6725,67,5,18
-36.8267,149.4886,-36.9147,149.5561,78,5,18
-36.6594,149.3811,-36.6436,149.5258,87,5,18
-36.1575,149.5431,-36.135,149.7028,69,5,18
-36.6819,149.4478,-36.6506,149.6381,52,5,18
-36.1361,149.5508,-36.1661,149.7181,90,5,18
-36.4761,149.4103,-36.5975,149.5172,81,5,18
-36.4833,149.4306,-36.5842,149.5706,87,5,18
-36.6425,149.4536,-36.6547,149.5958,86,5,18
-36.5392,149.4453,-36.5842,149.5942,94,5,18
-36.6219,149.4083,-36.6914,149.5494,90,5,18
-36.6033,149.4233,-36.6319,149.5994,70,5,18
-36.5872,149.3967,-36.6242,149.5231,102,5,18
-29.9667,150.2986,-29.9592,150.3567,16,5,18
-29.9542,150.6186,-29.9056,150.6347,14,5,18
-29.755,150.3083,-29.7756,150.3681,20,5,18
-29.7753,150.3058,-29.7764,150.375,13,5,18
-29.8842,150.8897,-29.945,150.8225,20,5,18
-29.8347,150.8394,-29.8108,150.7989,18,5,18
-29.9944,150.3097,-30.0158,150.3592,28,5,18
-42.4794,147.0689,-42.5133,147.1425,22,5,18
-42.4089,147.7703,-42.3522,147.805,35,5,18
-42.1392,147.2525,-42.1169,147.3839,27,5,18
-42.1286,147.2125,-42.1214,147.3347,37,5,18
-42.1758,147.8775,-42.1342,148.0067,57,5,18
-42.7022,147.6167,-42.7553,147.6111,35,5,18
-42.6136,147.3097,-42.6883,147.2772,29,5,18
-42.4003,147.8147,-42.3469,147.8308,32,5,18
-42.05,147.1067,-41.9861,147.0589,16,5,18
-42.0642,147.7522,-42.0772,147.6533,41,5,18
-42.0019,147.1433,-41.9594,147.2511,55,5,18
-42.1847,147.2186,-42.1664,147.3703,44,5,18
-42.2286,147.8828,-42.3081,147.9717,58,5,18
-42.1858,147.2078,-42.1469,147.3222,41,5,18
-42.5747,147.2936,-42.5836,147.4158,53,5,18
-42.0144,147.0969,-41.9083,147.1017,42,5,18
-42.1508,147.21,-42.1383,147.3697,40,5,18
-42.4464,147.8036,-42.4694,147.85,72,5,18
-42.35,147.1236,-42.3642,147.1714,18,5,18
-42.0483,147.8694,-42.0058,148.0103,60,5,18
-42.425,147.2483,-42.4567,147.225,19,5,18
-42.1722,147.8814,-42.1558,148.0444,69,5,18
-42.0692,147.1547,-42.0028,147.2756,43,5,18
-42.26,147.3886,-42.2108,147.4292,17,5,18
-42.0019,147.1214,-41.9169,147.1108,54,5,18
-42.0344,147.1486,-42.0186,147.2758,50,5,18
-42.2556,147.0525,-42.3206,147.0031,19,5,18
-42.4317,147.8342,-42.3922,147.9097,31,5,18
-42.0103,147.7375,-42.0525,147.7019,11,5,18
-28.1219,152.3906,-28.0608,152.5014,35,5,18
-28.5022,152.1178,-28.5206,152.21,49,5,18
-28.7783,152.0928,-28.7386,152.1611,33,5,18
-28.7408,152.1144,-28.7119,152.1644,57,5,18
-28.3758,152.3661,-28.4419,152.3747,42,5,18
-28.165,152.3739,-28.0842,152.4569,74,5,18
-28.3339,152.4042,-28.3736,152.4678,57,5,18
-28.9969,152.4272,-29.0561,152.3856,33,5,18
-28.9139,152.8119,-28.9539,152.8486,15,5,18
-28.7661,152.2847,-28.7242,152.3922,61,5,18
-28.6886,152.105,-28.7064,152.185,80,5,18
-28.4975,152.3797,-28.5186,152.2903,34,5,18
-28.9381,152.4253,-28.9333,152.4814,47,5,18
-28.7656,152.7144,-28.7481,152.69,18,5,18
-28.8742,152.4186,-28.8758,152.4608,19,5,18
-28.6544,152.1672,-28.6544,152.2506,71,5,18
-28.2347,152.3397,-28.2119,152.3064,56,5,18
-28.3214,152.4025,-28.3233,152.4517,68,5,18
-28.5886,152.1614,-28.5642,152.2261,53,5,18
-28.6558,152.2064,-28.6786,152.2611,79,5,18
-28.0292,152.3428,-28.0036,152.4478,42,5,18
-28.9611,152.4003,-29.0192,152.3722,38,5,18
-28.0128,152.6056,-28.0381,152.6419,17,5,18
-28.7261,152.0647,-28.7047,152.1569,48,5,18
-28.2458,152.3631,-28.1983,152.3311,43,5,18
-28.7444,152.2861,-28.6861,152.3847,83,5,18
-28.3364,152.3822,-28.3194,152.3444,34,5,18
-28.2367,152.3911,-28.1322,152.4883,90,5,18
-28.685,152.0933,-28.6819,152.2125,71,5,18
-28.7608,152.1022,-28.7444,152.1917,43,5,18
-28.8692,152.3772,-28.8186,152.4194,32,5,18
-28.3564,152.3756,-28.4422,152.3703,57,5,18
-28.7622,152.1281,-28.7314,152.2308,68,5,18
-28.9467,152.0294,-28.9994,152.0042,21,5,18
-32.5564,151.4344,-32.5894,151.3883,31,5,18
-32.4231,151.6425,-32.4661,151.5611,16,5,18
-32.2497,151.7581,-32.3256,151.7494,22,5,18
-14.5317,130.1536,-14.5639,130.1258,10,5,18
-38.4181,146.6028,-38.485,146.6397,46,5,18
-38.5036,146.3836,-38.5169,146.4497,30,5,18
-38.4447,146.5225,-38.4783,146.5992,79,5,18
-38.3831,146.5103,-38.3469,146.5344,45,5,18
-38.4569,146.515,-38.5375,146.5481,49,5,18
-38.395,146.4786,-38.3264,146.5289,60,5,18
-30.4906,150.9111,-30.5664,150.8978,45,5,18
-30.4072,150.2636,-30.4436,150.1547,27,5,18
-30.8825,150.9531,-30.8758,150.8964,39,5,18
-30.5028,150.8972,-30.5989,150.9047,30,5,18
-30.7522,150.9886,-30.77,150.9092,32,5,18
-30.2703,150.3072,-30.2247,150.3844,30,5,18
-30.3833,150.3225,-30.4364,150.3319,35,5,18
-30.4081,150.3453,-30.4861,150.3453,44,5,18
-30.3028,150.2836,-30.305,150.3489,29,5,18
-30.1575,150.8514,-30.0983,150.8028,32,5,18
-30.1217,150.8814,-30.1019,150.8672,19,5,18
-30.4247,150.3742,-30.4986,150.3389,45,5,18
-30.0686,150.5083,-30.0725,150.4167,22,5,18
-30.0297,150.8844,-29.9911,150.8033,29,5,18
-30.2908,150.4389,-30.2444,150.4036,12,5,18
-30.3856,150.2689,-30.4481,150.1831,38,5,18
-30.5264,150.4033,-30.5169,150.31,38,5,18
-30.9131,150.9897,-30.9806,150.99,37,5,18
-30.6947,150.9506,-30.7303,150.8853,39,5,18
-30.5881,150.9719,-30.6028,150.9225,56,5,18
-30.2542,150.4797,-30.2028,150.4342,23,5,18
-30.7436,150.9925,-30.7425,150.9069,34,5,18
-30.1653,150.8436,-30.0986,150.7919,27,5,18
-30.3011,150.9272,-30.3006,150.8469,37,5,18
-30.0719,150.5036,-30.0975,150.4114,25,5,18
-30.0742,150.5286,-30.1303,150.4597,27,5,18
-30.9486,150.9975,-31.0028,150.9814,23,5,18
-30.0283,150.9019,-30.0064,150.8311,38,5,18
-30.2664,150.2525,-30.1928,150.2836,47,5,18
-30.2389,150.4858,-30.1519,150.4353,31,5,18
-30.3958,150.2294,-30.4439,150.1392,29,5,18
-30.6375,150.9431,-30.6492,150.8419,21,5,18
-17.5869,137.8606,-17.5558,137.8381,11,5,18
-17.53,137.8997,-17.4917,137.9094,7,5,18
-31.8036,150.015,-31.8683,150.0272,54,5,18
-31.7781,150.1094,-31.7072,150.1697,86,5,18
-20.8492,148.5706,-20.8239,148.6133,58,5,18
-20.8206,148.5164,-20.7492,148.585,24,5,18
-20.8611,148.5453,-20.7994,148.6208,42,5,18
-20.715,148.44,-20.6206,148.4839,27,5,18
-20.8925,148.2231,-20.8278,148.1858,32,5,18
-20.87,148.5939,-20.8797,148.6686,65,5,18
-20.8383,148.5431,-20.8019,148.5758,62,5,18
-20.5806,148.2242,-20.5292,148.2203,25,5,18
-20.8581,148.5397,-20.8008,148.6122,62,5,18
-20.7428,148.4436,-20.6864,148.5375,29,5,18
-20.5908,148.2839,-20.5411,148.3814,34,5,18
-20.7953,148.4694,-20.7233,148.5272,60,5,18
-20.5061,148.2778,-20.4533,148.3442,25,5,18
-20.5731,148.2258,-20.5036,148.2017,25,5,18
-20.8619,148.5831,-20.8289,148.6758,33,5,18
-20.6439,148.3436,-20.6222,148.3833,40,5,18
-20.8322,148.5469,-20.7381,148.5994,49,5,18
-20.6136,148.3236,-20.5753,148.4097,35,5,18
-20.5267,148.1422,-20.4814,148.175,36,5,18
-20.9983,148.2978,-20.9369,148.3364,18,5,18
-20.8164,148.5064,-20.7678,148.5692,53,5,18
-20.9917,148.3947,-21.0,148.3583,33,5,18
-20.755,148.4592,-20.7078,148.5828,34,5,18
-21.0,148.2611,-20.9519,148.2803,36,5,18
-20.7658,148.4625,-20.7119,148.5639,44,5,18
-20.74,148.4294,-20.6583,148.4747,46,5,18
-31.3525,149.0392,-31.3553,149.1306,33,5,18
-31.7047,149.9422,-31.6642,149.9122,60,5,18
-17.5369,126.0011,-17.5736,125.9894,13,5,18
-16.555,128.3067,-16.5619,128.3669,18,5,18
-16.2061,128.5389,-16.2214,128.5744,17,5,18
-16.6022,128.3006,-16.5803,128.3569,21,5,18
-16.6325,128.2656,-16.6867,128.2361,37,5,18
-16.1633,128.0672,-16.2097,128.0833,15,5,18
-16.0944,128.0875,-16.1111,128.1528,28,5,18
-16.2228,128.4742,-16.2306,128.4086,21,5,18
-16.2275,128.5269,-16.2411,128.57,39,5,18
-16.6897,128.3292,-16.6858,128.39,25,5,18
-16.23,128.1242,-16.2303,128.1617,28,5,18
-16.4606,128.0122,-16.4567,127.9875,5,5,18
-16.5433,128.2847,-16.5611,128.3872,26,5,18
-16.6072,128.3047,-16.6231,128.3475,16,5,18
-16.24,128.5017,-16.2644,128.5553,7,5,18
-16.4847,128.1614,-16.4664,128.2169,13,5,18
-32.1689,137.9736,-32.165,137.8811,46,5,18
-32.3872,137.9214,-32.3831,137.8436,18,5,18
-32.0925,137.9975,-32.0736,137.8839,33,5,18
-32.1797,137.9569,-32.1586,137.8633,45,5,18
-32.1911,137.9706,-32.1658,137.8592,43,5,18
-32.2044,137.9719,-32.1728,137.8947,43,5,18
-32.0794,137.9867,-32.0425,137.8986,20,5,18
-33.3694,148.91,-33.4219,148.8778,30,5,18
-33.8444,148.4917,-33.8108,148.5383,17,5,18
-35.8842,147.8075,-35.8861,147.6906,36,5,18
-35.9069,147.9189,-35.9664,147.8547,42,5,18
-35.8728,147.8197,-35.8961,147.7261,37,5,18
-35.8372,147.7775,-35.8425,147.7094,27,5,18
-35.8986,147.6144,-35.9167,147.6931,38,5,18
-35.88,147.3681,-35.9428,147.4075,29,5,18
-35.3428,147.8658,-35.3822,147.8281,21,5,18
-37.3897,145.9039,-37.3997,146.02,102,5,18
-37.6175,145.7347,-37.5664,145.6589,62,5,18
-37.4281,145.8967,-37.4128,146.0264,79,5,18
-37.1039,145.1667,-37.0917,145.1339,35,5,18
-37.8122,145.8422,-37.7214,145.8042,74,5,18
-37.4767,145.4997,-37.4339,145.4161,43,5,18
-37.4536,145.8317,-37.5056,145.79,128,5,18
-37.07,145.5525,-37.0811,145.6264,31,5,18
-37.7786,145.8831,-37.7339,145.8178,57,5,18
-37.495,145.5308,-37.5811,145.4189,58,5,18
-37.4097,145.8686,-37.3858,145.7106,68,5,18
-37.5736,145.5683,-37.6036,145.4839,83,5,18
-37.4139,145.8203,-37.4489,145.7269,100,5,18
-37.4225,145.8019,-37.4964,145.7628,108,5,18
-37.5294,145.5586,-37.5789,145.4836,40,5,18
-37.5094,145.8736,-37.5225,145.9497,83,5,18
-37.5644,145.5675,-37.6292,145.4311,54,5,18
-37.4386,145.9,-37.43,146.0,92,5,18
-37.4372,145.8408,-37.49,145.9836,86,5,18
-37.8142,145.9114,-37.8333,145.9961,69,5,18
-37.395,145.6247,-37.3556,145.6922,57,5,18
-37.1672,145.1394,-37.1417,145.0683,35,5,18
-37.4772,145.3142,-37.5303,145.2692,41,5,18
-37.4017,145.8497,-37.2986,145.7267,68,5,18
-37.4094,145.8297,-37.3339,145.7756,113,5,18
-37.5306,145.3697,-37.6211,145.3733,30,5,18
-37.3822,145.8589,-37.2803,145.7944,60,5,18
-37.39,145.8747,-37.2967,145.8356,81,5,18
-37.7942,145.8161,-37.7636,145.7675,69,5,18
-37.3711,145.8433,-37.2981,145.7533,69,5,18
-37.5464,145.5133,-37.6128,145.4169,45,5,18
-37.4153,145.9394,-37.3792,146.0369,128,5,18
-37.5281,145.5194,-37.5853,145.4408,65,5,18
-37.4325,145.8617,-37.4506,145.7036,98,5,18
-37.5683,145.8753,-37.6719,145.8806,73,5,18
-37.4181,145.8314,-37.52,145.7631,108,5,18
-37.5269,145.5561,-37.59,145.4794,57,5,18
-37.4183,145.8519,-37.4597,145.6886,89,5,18
-37.3758,145.1625,-37.315,145.0783,33,5,18
-37.4178,145.8697,-37.3989,145.7183,108,5,18
-37.5517,145.8086,-37.6478,145.8583,74,5,18
-37.1075,145.5581,-37.1417,145.6128,28,5,18
-37.3794,145.5958,-37.3619,145.5608,50,5,18
-37.2867,145.5939,-37.2911,145.4731,34,5,18
-37.5486,145.7706,-37.5503,145.6897,52,5,18
-37.0617,145.5303,-37.0911,145.6122,33,5,18
-37.35,145.5972,-37.2886,145.6708,59,5,18
-37.8061,145.9319,-37.8303,145.9797,49,5,18
-37.8164,145.8853,-37.8903,145.9272,75,5,18
-37.4778,145.3056,-37.5489,145.2786,37,5,18
-37.9308,145.9867,-37.9564,146.0428,27,5,18
-37.9192,145.8594,-37.9631,145.9319,76,5,18
-37.1289,145.1611,-37.0872,145.1197,41,5,18
-37.1006,145.4075,-37.1478,145.3844,42,5,18
-37.3336,145.5922,-37.3647,145.4769,36,5,18
-37.4942,145.5008,-37.3997,145.4542,47,5,18
-15.2667,130.4439,-15.3053,130.4056,9,5,18
-15.2281,130.4028,-15.2703,130.4031,13,5,18
-15.2225,130.3533,-15.2794,130.3672,13,5,18
-15.9286,128.6042,-15.8997,128.5719,6,5,18
-15.8794,128.0261,-15.9053,127.9969,17,5,18
-15.7092,128.0336,-15.6828,128.0919,17,5,18
-15.8425,128.1317,-15.7778,128.1475,19,5,18
-15.8186,128.0653,-15.7881,128.0319,34,5,18
-15.8914,128.0594,-15.9269,128.0117,18,5,18
-15.7839,128.1033,-15.7444,128.1458,14,5,18
-15.8478,128.1031,-15.8036,128.0997,49,5,18
-15.8619,128.1547,-15.8869,128.2092,15,5,18
-15.7936,128.0556,-15.7322,128.0694,25,5,18
-15.7069,128.045,-15.6756,128.0853,20,5,18
-15.8856,128.1422,-15.9183,128.1797,16,5,18
-15.8533,128.1086,-15.8269,128.1017,19,5,18
-16.5689,127.8878,-16.5494,127.9333,11,5,18
-16.315,127.8447,-16.2703,127.7947,24,5,18
-16.2417,127.8572,-16.1917,127.8272,23,5,18
-16.4947,127.8197,-16.4689,127.8847,14,5,18
-16.0603,127.935,-15.9844,127.9314,24,5,18
-16.1447,127.8986,-16.1539,127.8578,30,5,18
-16.1183,127.9522,-16.095,127.9608,27,5,18
-41.2461,145.6228,-41.2031,145.6839,26,5,18
-41.5161,145.9889,-41.4806,146.1331,16,5,18
-41.3928,145.8481,-41.405,145.9075,23,5,18
-41.535,145.9972,-41.5297,146.1119,47,5,18
-41.6197,145.6561,-41.7122,145.6361,65,5,18
-41.4722,145.4886,-41.4286,145.4906,34,5,18
-41.2269,145.7708,-41.1944,145.7311,25,5,18
-41.9622,145.5569,-41.9889,145.5233,34,5,18
-41.2372,145.7933,-41.1706,145.7964,25,5,18
-41.5181,145.5342,-41.5681,145.5217,30,5,18
-37.2556,147.38,-37.3219,147.2975,83,5,18
-37.2575,147.1836,-37.3281,147.0853,96,5,18
-37.2483,147.9561,-37.3553,147.8289,74,5,18
-37.3828,147.1747,-37.4464,147.2508,76,5,18
-37.0228,147.9694,-37.02,147.8714,116,5,18
-37.2467,147.1992,-37.3161,147.1292,128,5,18
-37.2069,147.9594,-37.2514,148.0381,83,5,18
-37.1761,147.3992,-37.3,147.4228,89,5,18
-37.3425,147.5619,-37.2528,147.6433,98,5,18
-37.3661,147.5486,-37.4528,147.56,98,5,18
-37.0708,147.9381,-37.08,147.8133,104,5,18
-37.2567,147.9567,-37.3511,147.8597,108,5,18
